boleta,codigo_manzano,numero_hogar,municipio,distrito,barrio,otb,forma_de_residencia,tipo_de_vivienda,tenencia_de_la_vivienda,numero_miembros_en_el_hogar,persona_jefe,relacion_de_parentesco_13,jentrevistado,jefe_sexo,jefe_edad_anios,jefe_estado_civil,jefe_nivel_de_instruccion,jefe_ultimo_curso_aprobado,jefe_idioma_o_lengua_materna,jefe_departamento_de_nacimiento,jefe_provincia_de_nacimiento,jefe_municipio_de_nacimiento,jefe_localidad_de_nacimiento,jefe_pais_de_nacimiento,jefe_ciudad_de_nacimiento,jefe_departamento_de_residencia_2010,jefe_provincia_de_residencia_2010,jefe_municipio_de_residencia_2010,jefe_localidad_de_residencia_2010,jefe_pais_de_residencia_2010,jefe_ciudad_de_residencia,jefe_tiempo_de_residencia_anios,jefe_condicion_de_actividad,jefe_ocupacion_principal,jefe_categoria_ocupacional,jefe_rama_de_actividad,jefe_ocupacion_secundaria,persona,relacion_de_parentesco_40,entrevistado,sexo,edad_anios,estado_civil,p08nivel,p08curso,idioma_o_lengua_materna,departamento_de_nacimiento,provincia_de_nacimiento,municipio_de_nacimiento,localidad_de_nacimiento,pais_de_nacimiento,ciudad_de_nacimiento,departamento_de_residencia_2010,provincia_de_residencia_2010,municipio_de_residencia_2010,localidad_de_residencia_2010,pais_de_residencia_2010,ciudad_de_residencia_2010,tiempo_de_residencia_anios,condicion_de_actividad,ocupacion_principal,categoria_ocupacional,rama_de_actividad,ocupacion_secundaria,numero_de_miembros_que_trabajan,religion_de_entrevistado,identificacion_con_pueblo_originario,practica_de_q_hoa_y_challa,participacion_en_actividades_de_otb,participacion_en_organizaciones_gremiales,participacion_en_organizaciones_politicas,participacion_en_org_recreativas_y_deportivas,participacion_en_organizaciones_religiosas,participacion_en_org_culturales_o_folkloricas,percepcion_de_seguridad_del_municipio,lugar_mas_peligroso_o_inseguro,municipio_donde_se_localiza_el_lugar_inseguro,inseguridad_de_parques_plazas_plazuelas_calles_puentes,cual_parque_plaza_o_calle,inseguridad_de_mercados,cual_mercado,inseguridad_de_espacios_deportivos,cual_espacio_deportivo,inseguridad_de_lotes_baldios,dejar_de_frecuentar_por_inseguridad,tipos_de_hechos_mas_frecuentes,lugar_que_le_genera_miedo_cine,cual_cine,lugar_que_le_genera_miedo_universidades,cual_universidad,lugar_que_le_genera_miedo_disc,cual_discoteca_local,lugar_que_le_genera_miedo_tilines_cafe_internet,cual_tilin_o_cafe_internet,percepcion_sobre_seguridad_del_transporte_publico,transporte_publico_inseguro,percepcion_sobre_seguridad_del_barrio,hecho_de_inseguridad_en_el_barrio_en_los_ultimos_12_meses,tipo_de_hecho_ocurrido_100,tipo_de_hecho_ocurrido_101,existencia_el_el_barrio_de_personas_que_cometen_delito,existencia_el_el_barrio_de_inhaladores_de_clefa,existencia_el_el_barrio_de_actividades_pandilleras,nombre_de_las_pandillas,venta_de_drogas_en_el_barrio,hecho_de_violencia_en_los_ultimos_doce_meses,numero_de_veces,tipo_de_hecho,medios_utilizados_en_el_hecho_de_violencia_110,numero_de_personas_que_operaron_el_hecho,lugar_en_que_ocurrio_el_hecho_112,municipio_en_que_ocurrio_el_hecho_113,horario_en_que_ocurrio_el_hecho,acciones_realizadas_ante_el_hecho_115,institucion_a_la_que_acudion,otro_miembro_del_hogar_que_sufrio_hecho_de_violencia,parentesco_con_el_entrevistado,tipo_de_hecho_de_violencia,medios_utilizados_en_el_hecho_de_violencia_120,lugar_en_que_ocurrio_el_hecho_121,municipio_en_que_ocurrio_el_hecho_122,acciones_realizadas_ante_el_hecho_123,grupos_de_edad_de_mayor_propension_a_ser_victimas,caracteristicas_de_las_personas_que_generan_miedo,factores_que_inducen_a_cometer_delitos,institucion_responsable_de_la_seguridad_ciudadana,nivel_de_confianza_en_la_policia,nivel_de_confianza_en_el_gam,nivel_de_confianza_en_la_gobernacion,nivel_de_confianza_en_las_empresas_de_seguridad_privada,nivel_de_confianza_en_la_seguridad_vecinal_ot_bs,conocimiento_de_la_ley_integral_348,conocimiento_de_la_ley_264,conocimiento_de_la_ley_1008,conocimiento_de_la_ley_263,conocimiento_del_codigo_del_nino,conocimiento_de_la_ley_259,se_informa_por_medios_televisivos,medio_televisivo_por_el_que_se_informa,se_informa_por_medios_radiales,medio_radial_por_el_que_se_informa,se_informa_por_medios_escritos,medio_escrito_por_el_que_se_informa,se_informa_por_redes_sociales_o_internet,red_sociall_por_la_que_se_informa,principal_medio_por_el_que_se_entera_de_campanas_de_prevension,estrategias_utilizadas_para_prevenir_la_inseguridad_148,estrategias_utilizadas_para_prevenir_la_inseguridad_149,proteccion_de_la_vivienda_1,proteccion_de_la_vivienda_cerco_electrico,proteccion_de_la_vivienda_camaras_alarmas_portero_electronico,proteccion_de_la_vivienda_seguridad_privada,proteccion_de_la_vivienda_tener_perros,proteccion_de_la_vivienda_seguro_contra_robo,estrategias_para_porteger_la_vivienda,caracteristica_del_lugar_al_que_se_cambio_o_cambiaria,estrategias_uso_de_instrumentos_para_alertar_158,estrategias_uso_de_camaras_de_vigilancia,estrategias_carteles_inscripciones_en_la_pared,estrategias_munecos_colgados,estrategias_vigilancia_policial,estrategias_guardias_privados,estrategias_vigilancia_comunitaria_o_barrial,estrategias_cercar_el_barrio,estrategias_uso_de_instrumentos_para_alertar_166,estar_de_acuerdo_con_el_linchamiento,estar_de_acuerdo_con_la_pena_de_muerte,estar_de_acuerdo_con_la_castracion,estar_de_acuerdo_con_bloquear_caminos,estar_de_acuerdo_con_manifestaciones,estar_de_acuerdo_con_prohibir_ingreso_de_personas_ex,sentimiento_respecto_al_barrio,espacio_en_el_barrio_que_mas_frecuentan_los_vecinos,relacionamiento_con_los_vecinos_por_la_inseguridad
573,ci07,11,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Alquilada,5.0,1,Jefe(a) de Hogar,Entrevistado,Mujer,30.0,Casado(a),Sin instrucción,0,Quechua,Potosí,Chayanta,Ocurí,NA,NA,NA,Potosí,Chayanta,Ocurí,NA,NA,NA,NA,Labores de casa y trabajó,Comercio,“Cuenta propia”,Verduras,1,1,Jefe(a) de Hogar,Entrevistado,Mujer,30.0,Casado(a),Sin instrucción,0,Quechua,Potosí,Chayanta,Ocurí,NA,NA,NA,Potosí,Chayanta,Ocurí,NA,NA,NA,NA,Labores de casa y trabajó,Comercio,“Cuenta propia”,Verduras,1,1,Católica,Quechua,No,No,No,No,No,No,No,No sabe,NA,Cochabamba,No,NA,No,NA,No,NA,No,No,No sabe,No,NA,No,NA,No,NA,No,NA,Inseguro,Micro,No sabe,No sabe,NA,NA,No sabe,No sabe,No sabe,NA,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,No desconfía,No sabe,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,No sabe o no conoce,No sabe o no conoce,No sabe o no conoce,Poco,No,No,No,No,No,No,Si,Unitel,No,NA,No,NA,No,NA,Ninguno,No salir a altas horas de la noche y/o no salir solo,Otros,No,No,No,No,Si,No,No,No se cambiaría,Si,No,No,No,No,No,No,No,No,Si,No,Si,Si,Si,Si,Muy pocas personas saben quién soy,Otros,Mayor relacionamiento
574,ci07,12,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Propia,3.0,1,Jefe(a) de Hogar,NA,Hombre,29.0,Casado(a),Secundaria,6,Quechua,La Paz,Bautista Saavedra,Curva,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Fábrica,“Obrero”,Ladrillos,1,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,29.0,Casado(a),Primaria,6,Quechua,La Paz,Bautista Saavedra,Curva,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,NA,1,Católica,Quechua,Si,No,No,No,Si,No,Si,Inseguro,Av República,Cochabamba,Si,Camino al botadero Kara Kara,Si,La Cancha,No,NA,Si,"No, porque necesita frecuentar",Robo o asalto,No,NA,No,NA,Si,NA,No,NA,Inseguro,Taxi,Inseguro,Si,Peleas callejeras,NA,Si,Si,Si,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Tatuajes, aretes, parecen pandilleros","Lazos familiares rotos,falta de trabajo","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Mucha,Poco,Ninguna,No sabe o no conoce,Mucha,No,No,No,No,No,"Algo, muy poco",Si,Red UNO,No,NA,Si,Gente,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,Si,No,No,No se cambiaría,Si,No,No,Si,No,No,Si,No,No,Si,22.0,Si,No,Si,Si,Mis opiniones son bien recibidas,Canchas deportivas,Mayor relacionamiento
575,ci07,13,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Alquilada,5.0,1,Jefe(a) de Hogar,Entrevistado,Mujer,27.0,Conviviente,Sin instrucción,0,Quechua,Potosí,Chayanta,Colquechaca,NA,NA,NA,Potosí,Chayanta,Colquechaca,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,NA,1,Jefe(a) de Hogar,Entrevistado,Mujer,27.0,Conviviente,Sin instrucción,0,Quechua,Potosí,Chayanta,Colquechaca,NA,NA,NA,Potosí,Chayanta,Colquechaca,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,NA,1,Católica,Quechua,Ocasionalmente,Si,No,No,No,No,No,No sabe,NA,Cochabamba,Sin respuesta,NA,Sin respuesta,NA,Sin respuesta,NA,Sin respuesta,No,Robo o asalto,Sin respuesta,NA,Sin respuesta,NA,Sin respuesta,NA,Sin respuesta,NA,No sabe,NA,Inseguro,Si,Robo,NA,No sabe,No,Si,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,No desconfía porque no distingue,No sabe,No sabe o no responde,Ninguna,No sabe o no conoce,No sabe o no conoce,No sabe o no conoce,Bastante,No,No,No,No,No,No,Si,Unitel,No,NA,No,NA,No,NA,Ninguno,"Ninguna de las anteriores, nada",Contratar seguros (de vida),No,No,No,No,Si,No,Si,No se cambiaría,Si,No,No,No,Si,No,Si,No,Si,Si,No,Si,Si,Si,Si,Me siento identificado con mi barrio,No sabe,Mayor relacionamiento
576,ci07,1,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Propia,6.0,1,Jefe(a) de Hogar,Entrevistado,Hombre,35.0,Casado(a),Secundaria,2,Quechua,Oruro,Cercado,Pari - Paria - Soracachi,NA,NA,NA,NA,NA,NA,NA,Argentin,Buenos Aires,1.0,Tenía trabajo,Confecciona,“Patrón o Empleador”,Geans,1,1,Jefe(a) de Hogar,Entrevistado,Hombre,35.0,Casado(a),Secundaria,2,Quechua,Oruro,Cercado,Pari - Paria - Soracachi,NA,NA,NA,NA,NA,NA,NA,Argentin,Buenos Aires,1,Tenía trabajo,Confecciona,“Patrón o Empleador”,Geans,1,1,Católica,Quechua,Ocasionalmente,Si,Si,No,Si,No,No,Seguro,Villa México,Cochabamba,Si,Itocta,Si,La Cancha,No,NA,Si,Si,Agresión física,No,NA,No,NA,Si,Palta Orko,No,NA,Inseguro,Taxi,Inseguro,Si,Homicidio,Violación,Si,Si,Si,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Andan con motos,bebida,Todas,Ninguna,No sabe o no conoce,No sabe o no conoce,No sabe o no conoce,No sabe o no conoce,Si,Si,No,No,Si,No,Si,Unitel,No,NA,No,NA,No,NA,Medios televisivos,"Evitar calles vacías, lotes baldíos",NA,No,No,No,No,No,22.0,No,Barrio o urbanización cerrada,No,No,No,No,No,No,Si,Si,Si,No,Cuando es necesario,Si,Si,Si,Si,Me siento identificado con mi barrio,Canchas deportivas,Mayor relacionamiento
577,ci07,2,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Alquilada,5.0,1,Jefe(a) de Hogar,NA,Mujer,27.0,Soltero(a),Secundaria,6,Castellano,La Paz,Aroma,Patacamaya,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comerciante,“Empleado”,Boletos,1,2,Otro pariente,Entrevistado,Hombre,18.0,Soltero(a),Secundaria,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Estudió y trabajó,Ayudante de Albañil,“Empleado”,Construcción,1,2,Católica,Ninguno,Ocasionalmente,No,No,No,Si,Si,No,Inseguro,Escuela Kara Kara,Cochabamba,Si,Cementerio Kara Kara,No,NA,No,NA,Si,Si,Robo o asalto,No,NA,No,NA,No,NA,No,NA,Seguro,Taxi,Inseguro,Si,Robo,NA,Si,No,Si,Los Desconocidos,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Hermano(a),Agresión física,"Golpes, patadas, puñetes",Los Pinos,Cercado,Ninguna,Niños y  Adolescentes,Ropa sucia,Falta de dinero,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Mas o menos,Ninguna,Ninguna,Poco,Bastante,Si,Si,"Algo, muy poco",Si,No,Si,Si,Unitel,Si,101.6,Si,Los tiempos,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,Otros,No,No,No,No,Si,No,No,Condominio cerrado,Si,No,Si,Si,Si,No,Si,No,No,No,Si,Si,Si,Si,No,No tengo ninguna relación con los vecinos,"Plazas, plazuelas",Nunca tuve relación con los vecinos
578,ci07,7,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Propia,6.0,1,Jefe(a) de Hogar,NA,Hombre,42.0,Casado(a),Primaria,6,Castellano,Cochabamba,Tiraque,Tiraque,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Electricista,“Cuenta propia”,Electricista,1,2,Jefe(a) de Hogar,Entrevistado,Mujer,18.0,Soltero(a),Secundaria,6,Castellano,Cochabamba,Tiraque,Tiraque,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,NA,2,Católica,Quechua,No,Si,No,No,Si,No,No,Inseguro,Escuela Kara Kara,Cochabamba,No,NA,No,NA,No,NA,Si,No,Robo o asalto,No,NA,No,NA,No,NA,No,NA,Seguro,Taxi,Seguro,No,Robo,NA,Si,No,Si,Los marginados,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Cicatrices y ropa sucia,Falta de dinero,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Mucha,Mucha,Mucha,Mucha,Mucha,4.0,Si,No,No,Si,No,Si,Unitel,No,NA,Si,Opinión,No,NA,"Medios escritos, periódicos",No tomar taxi en la calle,"Evitar calles vacías, lotes baldíos",Si,No,No,No,Si,No,No,No se cambiaría,Si,No,No,Si,Si,No,Si,No,Si,No,No,No,Si,Si,Si,Me siento identificado con mi barrio,Parques,Mayor relacionamiento
579,ci07,8,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Propia,3.0,1,Jefe(a) de Hogar,NA,Hombre,31.0,Casado(a),Secundaria,6,Castellano,Cochabamba,Campero,Aiquile,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Carpintería,“Trabajador Familiar no remunerado o aprendiz”,Todo,1,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,28.0,Casado(a),Primaria,3,Castellano,Cochabamba,Carrasco,Totora,NA,NA,NA,Cochabamba,Carrasco,Totora,NA,NA,NA,NA,Labores de casa y trabajó,Carpintería,“Trabajador Familiar no remunerado o aprendiz”,Todo,1,2,Evangélica,Quechua,No,Si,No,No,No,Si,No,Depende de la zona,Pampa San Miguel,Cochabamba,No,NA,Si,La Cancha,No,NA,Si,Si,Agresión Psicológica,No,NA,No,NA,Si,NA,No,NA,Inseguro,Trufi,Inseguro,No,NA,NA,No,Si,Si,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Adultos,Cicatrices,"Peleas familiares, educación",Todas,Ninguna,Ninguna,Ninguna,Poco,Mas o menos,"Algo, muy poco","Algo, muy poco","Algo, muy poco","Algo, muy poco",No,No,Si,Unitel,No,NA,Si,Gente,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,No,No,No,No,No,No,No,Barrio o urbanización cerrada,Si,No,No,No,No,No,Si,Si,No,33.0,No,Si,Si,Cuando es necesario,Si,Me siento identificado con mi barrio,Canchas deportivas,Mayor relacionamiento
580,ci07,10,Cochabamba,9,Palta Orko,Palta Orko,Vivienda independiente,Casa independiente,Propia,7.0,1,Jefe(a) de Hogar,NA,Hombre,47.0,Casado(a),Secundaria,6,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Construcción,“Jornalero”,Constructor,1,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,45.0,Casado(a),Primaria,6,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Labores de casa y trabajó,Comercio,“Cuenta propia”,Verduras,1,2,Evangélica,Quechua,No,Si,No,No,22.0,Si,No,Inseguro,Cruce Kara Kara,Cochabamba,Si,"Av Pulacayo, República",Si,La Cancha,No,NA,Si,"No, porque necesita frecuentar",Robo o asalto,No,NA,No,NA,Si,"Las Tutumitas, km3 av petroler",Si,Kara Kara,Inseguro,Taxi,Inseguro,No sabe,NA,NA,Si,No,Si,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Sicios,Vicios,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Mucha,Mucha,Ninguna,Bastante,No,No,No,Si,Si,11.0,Si,Bolivisión,No,NA,Si,La Voz,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,Si,No,No,Condominio cerrado,44.0,Si,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Muy pocas personas saben quién soy,Canchas deportivas,Mayor relacionamiento
581,ci08,1,Cochabamba,9,Villa Nueva,Kara Kara,Vivienda independiente,Casa independiente,Propia,5.0,1,Jefe(a) de Hogar,Entrevistado,Mujer,54.0,Casado(a),Primaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,NA,1,Jefe(a) de Hogar,Entrevistado,Mujer,54.0,Casado(a),Primaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,NA,1,Católica,Quechua,Si,Si,No,No,No,No,No,Inseguro,La Coronilla,Cochabamba,Si,Av La República,No,NA,No,NA,Si,"No, porque necesita frecuentar",Agresión sexual,No,NA,No,NA,Si,Villa Nueva,No,NA,Inseguro,Taxi,Seguro,No,NA,NA,Si,Si,Si,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,Todos,"Por necesidad, por no trabajar",Todas,Mas o menos,Poco,Mas o menos,Poco,Poco,No,Si,Si,Si,Si,Si,Si,Unitel,Si,Centro,Si,La Voz,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",Si,No,No,No,No,No,No,Barrio o urbanización cerrada,Si,No,No,No,Si,Si,No,No,Si,Cuando es necesario,Si,Si,Si,No,Si,Me siento identificado con mi barrio,Otros,NA
582,ci08,5,Cochabamba,9,Villa Nueva,Kara Kara,Vivienda independiente,Casa independiente,Cedida por parentesco o Servicio,6.0,1,Jefe(a) de Hogar,NA,Hombre,27.0,Casado(a),Técnico superior,3,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Mecánico,“Cuenta propia”,Movilidades pequeñas,ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,35.0,Casado(a),Secundaria,6,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comercio,“Cuenta propia”,Refresco,NA,2,Ninguna,Guaraní,Si,No,No,No,No,No,No,Seguro,La Coronilla,Cochabamba,Si,Puente Huayna Kapac,No,NA,No,NA,No,Si,Agresión Psicológica,No,NA,No,NA,Si,Villa Nueva,No,NA,Inseguro,Taxi,Seguro,Si,Peleas callejeras,NA,Si,Si,Si,NA,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Jóvenes, como pandilleros","Drogadicción, mal de la cabeza",Gobernación,Poco,Poco,Mas o menos,Mas o menos,Poco,Si,No,Si,Si,Si,Si,Si,Bolivisión,No,NA,Si,La Voz,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,No,No,No,No,Si,No,No,No se cambiaría,Si,No,No,No,Si,No,No,No,No,No,Cuando es necesario,No,No,Cuando es necesario,Si,Me siento identificado con mi barrio,Otros,Mayor relacionamiento
583,ci08,6,Cochabamba,9,Villa Nueva,Kara Kara,Vivienda independiente,Casa independiente,Anticrético,2.0,1,Jefe(a) de Hogar,Entrevistado,Mujer,32.0,Soltero(a),Secundaria,6,Castellano,Potosí,Chayanta,Colquechaca,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comerciante ambulante,“Cuenta propia”,Ropa,ninguna,1,Jefe(a) de Hogar,Entrevistado,Mujer,32.0,Soltero(a),Secundaria,6,Castellano,Potosí,Chayanta,Colquechaca,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comerciante ambulante,“Cuenta propia”,Ropa,ninguna,1,Evangélica,Quechua,No,No,No,No,No,No,No,Depende de la zona,Alto Cbba,Cochabamba,No,NA,No,NA,No,NA,No,No,Agresión sexual,No,NA,No,NA,Si,Villa Nueva,No,NA,Inseguro,Taxi,Seguro,Si,Homicidio,Robo,No,No,No sabe,NA,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Desconocidos,"Falta de comunicación con los padres, malas amistades",Todas,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Si,Si,Si,Si,Si,Si,Si,Bolivisión,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,No,No,No,No,No,No,No,No se cambiaría,No,No,No,No,Si,No,No,No,No,No,No,Si,Si,Si,No,No tengo ninguna relación con los vecinos,Canchas deportivas,Mayor relacionamiento
584,ci08,8,Cochabamba,9,Villa Nueva,Kara Kara,Vivienda independiente,Casa independiente,Propia,3.0,1,Jefe(a) de Hogar,Entrevistado,Hombre,66.0,Casado(a),Primaria,8,Quechua,Potosí,Bernardino Bilbao Rioja,Arampampa,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comercio,“Cuenta propia”,Calzados,ninguna,1,Jefe(a) de Hogar,Entrevistado,Hombre,66.0,Casado(a),Primaria,8,Quechua,Potosí,Bernardino Bilbao Rioja,Arampampa,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comercio,“Cuenta propia”,Calzados,ninguna,3,Evangélica,Aymara,No,Si,No,No,No,No,No,Depende de la zona,Chaupiloma,Cochabamba,No,NA,No,NA,No,NA,No,No,Agresión sexual,No,NA,No,NA,No,NA,No,NA,Seguro,Taxi,Seguro,No,NA,NA,Si,No,Si,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Pandilleros, desaliñados","Malas influencias, No temen a Dios","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Poco,Poco,Poco,Poco,No,No,No,No,No,No,Si,Unitel,No,NA,No,NA,No,NA,Ninguno,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,No,No,No,No se cambiaría,Si,No,No,No,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,Muy pocas personas saben quién soy,Otros,Mayor relacionamiento
585,ci08,10,Cochabamba,9,Villa Nueva,Kara Kara,Vivienda independiente,Casa independiente,Propia,3.0,1,Jefe(a) de Hogar,NA,Hombre,30.0,Casado(a),Secundaria,6,Castellano,Potosí,Bernardino Bilbao Rioja,Arampampa,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Empresa,“Empleado”,Vidrios,ninguna,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,27.0,Casado(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,NA,1,Ninguna,Aymara,Ocasionalmente,Si,No,No,No,No,No,Inseguro,"Barrientos, Terminal",Cochabamba,Si,14 de Septiembre,No,NA,No,NA,No,Si,Robo o asalto,No,NA,No,NA,Si,Villa Nueva,No,NA,Inseguro,Trufi,Seguro,Si,Robo,NA,Si,No sabe,Si,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Adultos,Cleferos,"No tienen apoyo de su familia, flojera",Todas,Mas o menos,Poco,Mas o menos,Bastante,Mucha,Si,Si,Si,Si,Si,Si,Si,Unitel,No,NA,Si,Gente,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,Si,No,No,No,Si,No,No,Barrio o urbanización cerrada,Si,No,No,No,Si,No,No,No,Si,Cuando es necesario,No,Si,Si,No,Si,No tengo ninguna relación con los vecinos,Otros,Mayor relacionamiento
